Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,No of Seasons,combinaiton
the haunting,2018,18+,8.7,89,"Horror,Drama",1,"the haunting 2018 18+ 8.7 89 Horror,Drama 1"
fullmetal alchemist: brotherhood,2009,18+,9.1,89,"Action & Adventure,Anime",1,"fullmetal alchemist: brotherhood 2009 18+ 9.1 89 Action & Adventure,Anime 1"
the witcher,2019,18+,8.2,89,"Drama,Action & Adventure",1,"the witcher 2019 18+ 8.2 89 Drama,Action & Adventure 1"
the fall,2013,18+,8.2,89,"Drama,Thriller",3,"the fall 2013 18+ 8.2 89 Drama,Thriller 3"
homeland,2011,18+,8.3,89,"Crime,Drama",8,"homeland 2011 18+ 8.3 89 Crime,Drama 8"
the 100,2014,16+,7.7,89,"Drama,Science-Fiction",7 ,"the 100 2014 16+ 7.7 89 Drama,Science-Fiction 7 "
how i met your mother,2005,16+,8.3,89,"Comedy,Romance",9,"how i met your mother 2005 16+ 8.3 89 Comedy,Romance 9"
the good place,2016,16+,8.2,89,"Comedy,Drama",4,"the good place 2016 16+ 8.2 89 Comedy,Drama 4"
the expanse,2015,16+,8.5,89,"Drama,Action & Adventure",4 ,"the expanse 2015 16+ 8.5 89 Drama,Action & Adventure 4 "
grey's anatomy,2005,16+,7.6,89,"Drama,Romance",16 ,"grey's anatomy 2005 16+ 7.6 89 Drama,Romance 16 "
my hero academia,2016,16+,8.5,89,"Action & Adventure,Anime",4,"my hero academia 2016 16+ 8.5 89 Action & Adventure,Anime 4"
house of cards,2013,18+,8.7,89,"Drama,Sport",6,"house of cards 2013 18+ 8.7 89 Drama,Sport 6"
the handmaid's tale,2017,18+,8.5,88,"Drama,Science-Fiction",3,"the handmaid's tale 2017 18+ 8.5 88 Drama,Science-Fiction 3"
marvel's agents of s.h.i.e.l.d.,2013,16+,7.5,88,"Action & Adventure,Drama",7,"marvel's agents of s.h.i.e.l.d. 2013 16+ 7.5 88 Action & Adventure,Drama 7"
fleabag,2016,18+,8.7,88,"Comedy,Drama",2,"fleabag 2016 18+ 8.7 88 Comedy,Drama 2"
the crown,2016,18+,8.7,88,"Drama,History",3,"the crown 2016 18+ 8.7 88 Drama,History 3"
outlander,2014,18+,8.4,88,"Drama,Fantasy",5,"outlander 2014 18+ 8.4 88 Drama,Fantasy 5"
when they see us,2019,18+,8.9,88,"Thriller,Biography",1,"when they see us 2019 18+ 8.9 88 Thriller,Biography 1"
futurama,1999,16+,8.4,88,"Science-Fiction,Animation",8,"futurama 1999 16+ 8.4 88 Science-Fiction,Animation 8"
sons of anarchy,2008,18+,8.6,88,"Crime,Drama",7,"sons of anarchy 2008 18+ 8.6 88 Crime,Drama 7"
the vampire diaries,2009,16+,7.7,88,"Drama,Fantasy",9,"the vampire diaries 2009 16+ 7.7 88 Drama,Fantasy 9"
prison break,2005,16+,8.3,88,"Drama,Action & Adventure",5,"prison break 2005 16+ 8.3 88 Drama,Action & Adventure 5"
the legend of korra,2012,7+,8.4,88,"Action & Adventure,Animation",4,"the legend of korra 2012 7+ 8.4 88 Action & Adventure,Animation 4"
archer,2009,18+,8.6,88,"Action & Adventure,Comedy",11,"archer 2009 18+ 8.6 88 Action & Adventure,Comedy 11"
gravity falls,2012,7+,8.9,88,"Animation,Comedy",2,"gravity falls 2012 7+ 8.9 88 Animation,Comedy 2"
arrested development,2003,16+,8.7,88,"Comedy,2003",5,"arrested development 2003 16+ 8.7 88 Comedy,2003 5"
the blacklist,2013,16+,8.0,88,"Action & Adventure,Thriller",7,"the blacklist 2013 16+ 8.0 88 Action & Adventure,Thriller 7"
killing eve,2018,16+,8.3,88,"Thriller,LGBTQ",3,"killing eve 2018 16+ 8.3 88 Thriller,LGBTQ 3"
last week tonight with john oliver,2014,18+,8.9,87,"Comedy,2014",7 ,"last week tonight with john oliver 2014 18+ 8.9 87 Comedy,2014 7 "
sacred games,2018,18+,8.7,87,"Drama,Action & Adventure",2 ,"sacred games 2018 18+ 8.7 87 Drama,Action & Adventure 2 "
orange is the new black,2013,18+,8.1,87,"Comedy,LGBTQ",7 ,"orange is the new black 2013 18+ 8.1 87 Comedy,LGBTQ 7 "
yellowstone,2018,18+,8.5,87,"Drama,2018",3,"yellowstone 2018 18+ 8.5 87 Drama,2018 3"
silicon valley,2014,18+,8.5,87,"Comedy,Drama",6,"silicon valley 2014 18+ 8.5 87 Comedy,Drama 6"
euphoria,2019,18+,8.4,87,"Drama,LGBTQ",1 ,"euphoria 2019 18+ 8.4 87 Drama,LGBTQ 1 "
the x-files,1993,16+,8.6,87,"Drama,Science-Fiction",11,"the x-files 1993 16+ 8.6 87 Drama,Science-Fiction 11"
the flash,2014,7+,7.7,87,"Drama,Action & Adventure",6,"the flash 2014 7+ 7.7 87 Drama,Action & Adventure 6"
justified,2010,18+,8.6,87,"Action & Adventure,Crime",6 ,"justified 2010 18+ 8.6 87 Action & Adventure,Crime 6 "
the americans,2013,18+,8.4,87,"Drama,Crime",6,"the americans 2013 18+ 8.4 87 Drama,Crime 6"
this is us,2016,16+,8.7,87,"Drama,Comedy",4 ,"this is us 2016 16+ 8.7 87 Drama,Comedy 4 "
adventure time,2010,7+,8.6,87,"Action & Adventure,Fantasy",11,"adventure time 2010 7+ 8.6 87 Action & Adventure,Fantasy 11"
bojack horseman,2014,18+,8.7,87,"Animation,Comedy",6,"bojack horseman 2014 18+ 8.7 87 Animation,Comedy 6"
the marvelous mrs. maisel,2017,18+,8.7,87,"Comedy,Stand-up & Talk",3,"the marvelous mrs. maisel 2017 18+ 8.7 87 Comedy,Stand-up & Talk 3"
the end of the f***ing world,2017,18+,8.1,87,"Action & Adventure,Comedy",2 ,"the end of the f***ing world 2017 18+ 8.1 87 Action & Adventure,Comedy 2 "
big little lies,2017,18+,8.5,87,"Crime,Drama",2,"big little lies 2017 18+ 8.5 87 Crime,Drama 2"
luther,2010,18+,8.5,86,"Crime,Drama",5,"luther 2010 18+ 8.5 86 Crime,Drama 5"
curb your enthusiasm,2000,18+,8.7,86,"Comedy,2000",10 ,"curb your enthusiasm 2000 18+ 8.7 86 Comedy,2000 10 "
american crime story,2016,18+,8.4,86,"Biography,Drama",2,"american crime story 2016 18+ 8.4 86 Biography,Drama 2"
unbelievable,2019,18+,8.4,86,"Crime,Drama",1,"unbelievable 2019 18+ 8.4 86 Crime,Drama 1"
boardwalk empire,2010,18+,8.5,86,"Crime,Drama",5 ,"boardwalk empire 2010 18+ 8.5 86 Crime,Drama 5 "
orphan black,2013,18+,8.3,86,"Action & Adventure,Science-Fiction",5,"orphan black 2013 18+ 8.3 86 Action & Adventure,Science-Fiction 5"
the last kingdom,2015,18+,8.4,86,"Action & Adventure,History",4,"the last kingdom 2015 18+ 8.4 86 Action & Adventure,History 4"
rome,2005,18+,8.7,86,"Action & Adventure,Drama",2,"rome 2005 18+ 8.7 86 Action & Adventure,Drama 2"
batman: the animated series,1992,7+,9.0,86,"Action & Adventure,Animation",5,"batman: the animated series 1992 7+ 9.0 86 Action & Adventure,Animation 5"
sense8,2015,18+,8.3,86,"Drama,LGBTQ",2,"sense8 2015 18+ 8.3 86 Drama,LGBTQ 2"
six feet under,2001,18+,8.7,86,"Drama,Comedy",5,"six feet under 2001 18+ 8.7 86 Drama,Comedy 5"
penny dreadful,2014,18+,8.2,86,"Horror,Thriller",3 ,"penny dreadful 2014 18+ 8.2 86 Horror,Thriller 3 "
normal people,2020,16+,8.6,86,"Drama,Romance",1,"normal people 2020 16+ 8.6 86 Drama,Romance 1"
scrubs,2001,16+,8.3,86,"Comedy,Drama",9,"scrubs 2001 16+ 8.3 86 Comedy,Drama 9"
the it crowd,2006,16+,8.5,86,"Comedy,2006",5,"the it crowd 2006 16+ 8.5 86 Comedy,2006 5"
once upon a time,2011,7+,7.7,86,"Drama,Fantasy",7,"once upon a time 2011 7+ 7.7 86 Drama,Fantasy 7"
star trek: the next generation,1987,7+,8.6,86,"Action & Adventure,Drama",7 ,"star trek: the next generation 1987 7+ 8.6 86 Action & Adventure,Drama 7 "
broadchurch,2013,18+,8.4,86,"Crime,Drama",3,"broadchurch 2013 18+ 8.4 86 Crime,Drama 3"
pride and prejudice,1995,all,8.8,86,"Drama,Romance",1,"pride and prejudice 1995 all 8.8 86 Drama,Romance 1"
arrow,2012,16+,7.5,86,"Drama,Action & Adventure",8,"arrow 2012 16+ 7.5 86 Drama,Action & Adventure 8"
chuck,2007,16+,8.2,86,"Action & Adventure,Comedy",5,"chuck 2007 16+ 8.2 86 Action & Adventure,Comedy 5"
planet earth ii,2016,all,9.5,86,"Documentary,2016",1,"planet earth ii 2016 all 9.5 86 Documentary,2016 1"
24,2001,16+,8.3,86,"Action & Adventure,Drama",9 ,"24 2001 16+ 8.3 86 Action & Adventure,Drama 9 "
what we do in the shadows,2019,18+,8.5,85,"Comedy,Fantasy",2,"what we do in the shadows 2019 18+ 8.5 85 Comedy,Fantasy 2"
the night of,2016,18+,8.5,85,"Drama,Crime",1,"the night of 2016 18+ 8.5 85 Drama,Crime 1"
buffy the vampire slayer,1997,7+,8.2,85,"Action & Adventure,Comedy",7,"buffy the vampire slayer 1997 7+ 8.2 85 Action & Adventure,Comedy 7"
white collar,2009,16+,8.2,85,"Action & Adventure,Crime",6,"white collar 2009 16+ 8.2 85 Action & Adventure,Crime 6"
billions,2016,18+,8.4,85,"Drama,2016",5,"billions 2016 18+ 8.4 85 Drama,2016 5"
the west wing,1999,16+,8.8,85,"Drama,1999",7,"the west wing 1999 16+ 8.8 85 Drama,1999 7"
"love, death & robots",2019,18+,8.5,85,"Animation,Science-Fiction",1,"love, death & robots 2019 18+ 8.5 85 Animation,Science-Fiction 1"
legion,2017,16+,8.3,85,"Action & Adventure,Science-Fiction",3 ,"legion 2017 16+ 8.3 85 Action & Adventure,Science-Fiction 3 "
ted lasso,2020,18+,8.6,85,"Comedy,Drama",1 ,"ted lasso 2020 18+ 8.6 85 Comedy,Drama 1 "
psych,2006,7+,8.3,85,"Comedy,Crime",8 ,"psych 2006 7+ 8.3 85 Comedy,Crime 8 "
marvel's jessica jones,2015,18+,7.9,85,"Action & Adventure,Crime",3,"marvel's jessica jones 2015 18+ 7.9 85 Action & Adventure,Crime 3"
kingdom,2019,18+,8.4,85,"Action & Adventure,Drama",2,"kingdom 2019 18+ 8.4 85 Action & Adventure,Drama 2"
the twilight zone,1959,7+,9.0,85,"Fantasy,Science-Fiction",5 ,"the twilight zone 1959 7+ 9.0 85 Fantasy,Science-Fiction 5 "
how to get away with murder,2014,16+,8.1,85,"Drama,Thriller",6,"how to get away with murder 2014 16+ 8.1 85 Drama,Thriller 6"
schitt's creek,2015,16+,8.4,85,"Comedy,2015",6 ,"schitt's creek 2015 16+ 8.4 85 Comedy,2015 6 "
new girl,2011,16+,7.7,85,"Comedy,2011",7 ,"new girl 2011 16+ 7.7 85 Comedy,2011 7 "
the shield,2002,18+,8.7,85,"Crime,Drama",7,"the shield 2002 18+ 8.7 85 Crime,Drama 7"
line of duty,2012,18+,8.7,85,"Crime,Drama",5,"line of duty 2012 18+ 8.7 85 Crime,Drama 5"
bodyguard,2018,18+,8.1,85,"Thriller,Crime",1,"bodyguard 2018 18+ 8.1 85 Thriller,Crime 1"
you,2018,18+,7.8,85,"Crime,Drama",2,"you 2018 18+ 7.8 85 Crime,Drama 2"
friday night lights,2006,16+,8.6,85,"Drama,Sport",5,"friday night lights 2006 16+ 8.6 85 Drama,Sport 5"
succession,2018,18+,8.6,85,"Drama,2018",2 ,"succession 2018 18+ 8.6 85 Drama,2018 2 "
bosch,2014,18+,8.4,85,"Crime,Drama",6 ,"bosch 2014 18+ 8.4 85 Crime,Drama 6 "
deadwood,2004,18+,8.6,85,"Drama,Crime",3,"deadwood 2004 18+ 8.6 85 Drama,Crime 3"
pretty little liars,2010,16+,7.4,84,"Drama,Mystery",7,"pretty little liars 2010 16+ 7.4 84 Drama,Mystery 7"
raised by wolves,2020,18+,8.6,84,"Drama,Fantasy",1,"raised by wolves 2020 18+ 8.6 84 Drama,Fantasy 1"
watchmen,2019,18+,8.1,84,"Crime,Drama",1,"watchmen 2019 18+ 8.1 84 Crime,Drama 1"
death note,2006,16+,9.0,84,"Animation,Anime",1,"death note 2006 16+ 9.0 84 Animation,Anime 1"
atlanta,2016,18+,8.6,84,"Comedy,Drama",2,"atlanta 2016 18+ 8.6 84 Comedy,Drama 2"
bates motel,2013,16+,8.2,84,"Crime,Drama",5 ,"bates motel 2013 16+ 8.2 84 Crime,Drama 5 "
marvel's the punisher,2017,18+,8.5,84,"Action & Adventure,Crime",2,"marvel's the punisher 2017 18+ 8.5 84 Action & Adventure,Crime 2"
the leftovers,2014,18+,8.3,84,"Drama,Fantasy",3,"the leftovers 2014 18+ 8.3 84 Drama,Fantasy 3"
doom patrol,2019,18+,8.0,84,"Action & Adventure,Comedy",2,"doom patrol 2019 18+ 8.0 84 Action & Adventure,Comedy 2"
mr. bean,1990,7+,8.5,84,"Comedy,Family",1,"mr. bean 1990 7+ 8.5 84 Comedy,Family 1"
the sinner,2017,16+,7.9,84,"Drama,Crime",3,"the sinner 2017 16+ 7.9 84 Drama,Crime 3"
30 rock,2006,16+,8.2,84,"Comedy,2006",7,"30 rock 2006 16+ 8.2 84 Comedy,2006 7"
the man in the high castle,2015,7+,8.0,84,"Drama,Science-Fiction",4,"the man in the high castle 2015 7+ 8.0 84 Drama,Science-Fiction 4"
chappelle's show,2003,18+,8.8,84,"Comedy,Musical",3,"chappelle's show 2003 18+ 8.8 84 Comedy,Musical 3"
elementary,2012,16+,7.9,84,"Crime,Drama",7,"elementary 2012 16+ 7.9 84 Crime,Drama 7"
bob's burgers,2011,16+,8.1,84,"Animation,Comedy",10,"bob's burgers 2011 16+ 8.1 84 Animation,Comedy 10"
naruto shippūden,2007,7+,8.6,84,"Action & Adventure,Anime",24 ,"naruto shippūden 2007 7+ 8.6 84 Action & Adventure,Anime 24 "
dead to me,2019,18+,8.0,84,"Comedy,Drama",2,"dead to me 2019 18+ 8.0 84 Comedy,Drama 2"
misfits,2009,18+,8.2,84,"Comedy,Drama",5 ,"misfits 2009 18+ 8.2 84 Comedy,Drama 5 "
altered carbon,2018,18+,8.0,84,"Mystery,Science-Fiction",2,"altered carbon 2018 18+ 8.0 84 Mystery,Science-Fiction 2"
good girls,2018,16+,7.9,84,"Drama,Comedy",3 ,"good girls 2018 16+ 7.9 84 Drama,Comedy 3 "
teen wolf,2011,16+,7.6,84,"Horror,Comedy",6,"teen wolf 2011 16+ 7.6 84 Horror,Comedy 6"
good omens,2019,18+,8.1,84,"Comedy,Drama",1,"good omens 2019 18+ 8.1 84 Comedy,Drama 1"
master of none,2015,18+,8.3,84,"Comedy,Drama",2,"master of none 2015 18+ 8.3 84 Comedy,Drama 2"
barry,2018,18+,8.3,84,"Comedy,Action & Adventure",2,"barry 2018 18+ 8.3 84 Comedy,Action & Adventure 2"
tom clancy's jack ryan,2018,18+,8.1,84,"Action & Adventure,Drama",2,"tom clancy's jack ryan 2018 18+ 8.1 84 Action & Adventure,Drama 2"
the pacific,2010,18+,8.3,84,"Drama,History",1,"the pacific 2010 18+ 8.3 84 Drama,History 1"
making a murderer,2015,16+,8.6,84,"Documentary,Crime",2 ,"making a murderer 2015 16+ 8.6 84 Documentary,Crime 2 "
unorthodox,2020,18+,8.0,84,"Drama,2020",1 ,"unorthodox 2020 18+ 8.0 84 Drama,2020 1 "
the office,2001,16+,8.5,84,"Comedy,Drama",3,"the office 2001 16+ 8.5 84 Comedy,Drama 3"
the good wife,2009,16+,8.3,84,"Crime,Drama",7,"the good wife 2009 16+ 8.3 84 Crime,Drama 7"
taboo,2017,16+,8.4,84,"Drama,Mystery",1 ,"taboo 2017 16+ 8.4 84 Drama,Mystery 1 "
lovecraft country,2020,18+,7.3,84,"Drama,Fantasy",1,"lovecraft country 2020 18+ 7.3 84 Drama,Fantasy 1"
upload,2020,18+,8.0,84,"Comedy,Mystery",1 ,"upload 2020 18+ 8.0 84 Comedy,Mystery 1 "
elite,2018,18+,7.6,84,"Crime,Drama",3,"elite 2018 18+ 7.6 84 Crime,Drama 3"
doctor who,2005,7+,8.6,84,"Action & Adventure,Drama",12,"doctor who 2005 7+ 8.6 84 Action & Adventure,Drama 12"
our planet,2019,7+,9.3,84,"Documentary,2019",1,"our planet 2019 7+ 9.3 84 Documentary,2019 1"
star wars: the clone wars,2008,7+,8.2,83,"Animation,Children",7 ,"star wars: the clone wars 2008 7+ 8.2 83 Animation,Children 7 "
american horror story,2011,18+,8.0,83,"Drama,Horror",9 ,"american horror story 2011 18+ 8.0 83 Drama,Horror 9 "
one piece,1999,7+,8.7,83,"Action & Adventure,Anime",19 ,"one piece 1999 7+ 8.7 83 Action & Adventure,Anime 19 "
castle,2009,16+,8.1,83,"Comedy,Crime",8,"castle 2009 16+ 8.1 83 Comedy,Crime 8"
11.22.63,2016,18+,8.2,83,"Mystery,Science-Fiction",1 ,"11.22.63 2016 18+ 8.2 83 Mystery,Science-Fiction 1 "
kingdom,2014,18+,8.5,83,"Drama,Sport",3,"kingdom 2014 18+ 8.5 83 Drama,Sport 3"
gotham,2014,16+,7.8,83,"Drama,Action & Adventure",5,"gotham 2014 16+ 7.8 83 Drama,Action & Adventure 5"
pushing daisies,2007,7+,8.3,83,"Comedy,Drama",2,"pushing daisies 2007 7+ 8.3 83 Comedy,Drama 2"
the night manager,2016,16+,8.1,83,"Crime,Drama",1,"the night manager 2016 16+ 8.1 83 Crime,Drama 1"
grimm,2011,16+,7.8,83,"Action & Adventure,Crime",6,"grimm 2011 16+ 7.8 83 Action & Adventure,Crime 6"
hunter x hunter,2011,16+,8.9,83,"Action & Adventure,Anime",6 ,"hunter x hunter 2011 16+ 8.9 83 Action & Adventure,Anime 6 "
bones,2005,16+,7.8,83,"Mystery,Comedy",12,"bones 2005 16+ 7.8 83 Mystery,Comedy 12"
ash vs evil dead,2015,18+,8.4,83,"Comedy,Horror",3,"ash vs evil dead 2015 18+ 8.4 83 Comedy,Horror 3"
frasier,1993,7+,8.0,83,"Comedy,1993",11,"frasier 1993 7+ 8.0 83 Comedy,1993 11"
the morning show,2019,18+,8.4,83,"Comedy,Drama",1 ,"the morning show 2019 18+ 8.4 83 Comedy,Drama 1 "
russian doll,2019,18+,7.9,83,"Comedy,Drama",1,"russian doll 2019 18+ 7.9 83 Comedy,Drama 1"
one-punch man,2015,7+,8.8,83,"Animation,Anime",2,"one-punch man 2015 7+ 8.8 83 Animation,Anime 2"
veronica mars,2004,16+,8.3,83,"Drama,Crime",4,"veronica mars 2004 16+ 8.3 83 Drama,Crime 4"
oz,1997,18+,8.7,83,"Drama,Crime",6,"oz 1997 18+ 8.7 83 Drama,Crime 6"
atypical,2017,18+,8.3,83,"Comedy,Drama",3,"atypical 2017 18+ 8.3 83 Comedy,Drama 3"
after life,2019,18+,8.4,83,"Comedy,Drama",2,"after life 2019 18+ 8.4 83 Comedy,Drama 2"
criminal minds,2005,16+,8.1,83,"Crime,Drama",15 ,"criminal minds 2005 16+ 8.1 83 Crime,Drama 15 "
steins;gate,2011,16+,8.8,83,"Animation,Anime",2,"steins;gate 2011 16+ 8.8 83 Animation,Anime 2"
black books,2000,7+,8.5,83,"Comedy,2000",3,"black books 2000 7+ 8.5 83 Comedy,2000 3"
star trek,1966,7+,8.3,83,"Action & Adventure,Drama",3,"star trek 1966 7+ 8.3 83 Action & Adventure,Drama 3"
banshee,2013,18+,8.4,83,"Drama,Thriller",4,"banshee 2013 18+ 8.4 83 Drama,Thriller 4"
narcos: mexico,2018,18+,8.4,83,"Action & Adventure,Crime",2,"narcos: mexico 2018 18+ 8.4 83 Action & Adventure,Crime 2"
sharp objects,2018,18+,8.2,83,"Crime,Drama",1,"sharp objects 2018 18+ 8.2 83 Crime,Drama 1"
battlestar galactica,2004,16+,8.7,83,"Action & Adventure,Fantasy",4,"battlestar galactica 2004 16+ 8.7 83 Action & Adventure,Fantasy 4"
black sails,2014,18+,8.2,83,"Drama,Action & Adventure",4,"black sails 2014 18+ 8.2 83 Drama,Action & Adventure 4"
the oa,2016,18+,7.9,83,"Drama,Fantasy",2 ,"the oa 2016 18+ 7.9 83 Drama,Fantasy 2 "
veep,2012,18+,8.3,83,"Comedy,2012",7,"veep 2012 18+ 8.3 83 Comedy,2012 7"
gilmore girls,2000,16+,8.1,83,"Comedy,Drama",7,"gilmore girls 2000 16+ 8.1 83 Comedy,Drama 7"
the outsider,2020,18+,7.8,82,"Mystery,Drama",1,"the outsider 2020 18+ 7.8 82 Mystery,Drama 1"
the killing,2011,18+,8.2,82,"Crime,Drama",4,"the killing 2011 18+ 8.2 82 Crime,Drama 4"
big mouth,2017,18+,8.0,82,"Animation,Comedy",4,"big mouth 2017 18+ 8.0 82 Animation,Comedy 4"
the newsroom,2012,16+,8.6,82,"Drama,2012",3 ,"the newsroom 2012 16+ 8.6 82 Drama,2012 3 "
burn notice,2007,7+,7.9,82,"Action & Adventure,Crime",8 ,"burn notice 2007 7+ 7.9 82 Action & Adventure,Crime 8 "
farscape,1999,16+,8.3,82,"Science-Fiction,Action & Adventure",5,"farscape 1999 16+ 8.3 82 Science-Fiction,Action & Adventure 5"
person of interest,2011,16+,8.4,82,"Action & Adventure,Drama",5,"person of interest 2011 16+ 8.4 82 Action & Adventure,Drama 5"
the alienist,2018,18+,7.7,82,"Drama,Mystery",2 ,"the alienist 2018 18+ 7.7 82 Drama,Mystery 2 "
preacher,2016,18+,8.0,82,"Drama,Action & Adventure",4,"preacher 2016 18+ 8.0 82 Drama,Action & Adventure 4"
never have i ever,2020,16+,7.9,82,"Comedy,Romance",1,"never have i ever 2020 16+ 7.9 82 Comedy,Romance 1"
true blood,2008,18+,7.8,82,"Drama,Fantasy",7 ,"true blood 2008 18+ 7.8 82 Drama,Fantasy 7 "
spartacus,2010,18+,8.5,82,"Action & Adventure,Drama",4,"spartacus 2010 18+ 8.5 82 Action & Adventure,Drama 4"
tokyo ghoul,2014,16+,7.9,82,"Action & Adventure,Anime",4 ,"tokyo ghoul 2014 16+ 7.9 82 Action & Adventure,Anime 4 "
californication,2007,18+,8.3,82,"Comedy,Drama",7 ,"californication 2007 18+ 8.3 82 Comedy,Drama 7 "
fawlty towers,1975,7+,8.7,82,"Comedy,1975",2,"fawlty towers 1975 7+ 8.7 82 Comedy,1975 2"
counterpart,2017,18+,8.1,82,"Drama,Science-Fiction",2 ,"counterpart 2017 18+ 8.1 82 Drama,Science-Fiction 2 "
ray donovan,2013,18+,8.3,82,"Drama,Crime",7,"ray donovan 2013 18+ 8.3 82 Drama,Crime 7"
peep show,2003,18+,8.6,82,"Comedy,2003",9,"peep show 2003 18+ 8.6 82 Comedy,2003 9"
halt and catch fire,2014,16+,8.4,82,"Drama,2014",4 ,"halt and catch fire 2014 16+ 8.4 82 Drama,2014 4 "
neon genesis evangelion,1995,16+,8.5,82,"Action & Adventure,Anime",1,"neon genesis evangelion 1995 16+ 8.5 82 Action & Adventure,Anime 1"
naruto,2002,7+,8.3,82,"Action & Adventure,Anime",5 ,"naruto 2002 7+ 8.3 82 Action & Adventure,Anime 5 "
primal,2019,16+,8.7,82,"Action & Adventure,Animation",1,"primal 2019 16+ 8.7 82 Action & Adventure,Animation 1"
castlevania,2017,18+,8.2,82,"Animation,Action & Adventure",3 ,"castlevania 2017 18+ 8.2 82 Animation,Action & Adventure 3 "
downton abbey,2010,16+,8.7,82,"Drama,Romance",6,"downton abbey 2010 16+ 8.7 82 Drama,Romance 6"
family guy,1999,16+,8.1,82,"Animation,Comedy",18 ,"family guy 1999 16+ 8.1 82 Animation,Comedy 18 "
the grand tour,2016,16+,8.7,82,"Comedy,Travel",4,"the grand tour 2016 16+ 8.7 82 Comedy,Travel 4"
eureka,2006,7+,7.9,82,"Comedy,Drama",5,"eureka 2006 7+ 7.9 82 Comedy,Drama 5"
revenge,2011,16+,7.8,82,"Drama,Mystery",4,"revenge 2011 16+ 7.8 82 Drama,Mystery 4"
lie to me,2009,16+,8.0,82,"Crime,Drama",3,"lie to me 2009 16+ 8.0 82 Crime,Drama 3"
endeavour,2013,16+,8.6,82,"Drama,Crime",7,"endeavour 2013 16+ 8.6 82 Drama,Crime 7"
heroes,2006,16+,7.5,82,"Drama,Fantasy",4,"heroes 2006 16+ 7.5 82 Drama,Fantasy 4"
power,2014,18+,8.2,82,"Drama,Crime",6 ,"power 2014 18+ 8.2 82 Drama,Crime 6 "
monk,2002,16+,8.0,82,"Crime,Drama",8 ,"monk 2002 16+ 8.0 82 Crime,Drama 8 "
izombie,2015,16+,7.9,82,"Drama,Science-Fiction",5 ,"izombie 2015 16+ 7.9 82 Drama,Science-Fiction 5 "
gomorrah,2014,18+,8.7,82,"Drama,Crime",4,"gomorrah 2014 18+ 8.7 82 Drama,Crime 4"
spaced,1999,18+,8.6,82,"Comedy,Action & Adventure",2,"spaced 1999 18+ 8.6 82 Comedy,Action & Adventure 2"
the orville,2017,16+,8.0,82,"Comedy,Drama",2,"the orville 2017 16+ 8.0 82 Comedy,Drama 2"
weeds,2005,18+,7.9,82,"Comedy,Crime",8,"weeds 2005 18+ 7.9 82 Comedy,Crime 8"
wynonna earp,2016,16+,7.4,81,"Drama,LGBTQ",4,"wynonna earp 2016 16+ 7.4 81 Drama,LGBTQ 4"
"love, victor",2020,16+,8.1,81,"Comedy,LGBTQ",1,"love, victor 2020 16+ 8.1 81 Comedy,LGBTQ 1"
chilling adventures of sabrina,2018,16+,7.6,81,"Action & Adventure,Drama",3,"chilling adventures of sabrina 2018 16+ 7.6 81 Action & Adventure,Drama 3"
smallville,2001,7+,7.5,81,"Action & Adventure,Drama",10 ,"smallville 2001 7+ 7.5 81 Action & Adventure,Drama 10 "
lost in space,2018,7+,7.3,81,"Science-Fiction,Action & Adventure",2 ,"lost in space 2018 7+ 7.3 81 Science-Fiction,Action & Adventure 2 "
anne with an e,2017,7+,8.7,81,"Drama,Family",3 ,"anne with an e 2017 7+ 8.7 81 Drama,Family 3 "
the vietnam war,2017,18+,9.1,81,"Documentary,History",1 ,"the vietnam war 2017 18+ 9.1 81 Documentary,History 1 "
marvel's agent carter,2015,7+,7.9,81,"Action & Adventure,Drama",2 ,"marvel's agent carter 2015 7+ 7.9 81 Action & Adventure,Drama 2 "
warehouse 13,2009,7+,7.6,81,"Action & Adventure,Drama",5,"warehouse 13 2009 7+ 7.6 81 Action & Adventure,Drama 5"
his dark materials,2019,16+,7.9,81,"Drama,Action & Adventure",1,"his dark materials 2019 16+ 7.9 81 Drama,Action & Adventure 1"
dragon ball z,1989,7+,8.7,81,"Action & Adventure,Anime",9 ,"dragon ball z 1989 7+ 8.7 81 Action & Adventure,Anime 9 "
humans,2015,16+,8.0,81,"Drama,Science-Fiction",3,"humans 2015 16+ 8.0 81 Drama,Science-Fiction 3"
boston legal,2004,16+,8.4,81,"Comedy,Drama",5,"boston legal 2004 16+ 8.4 81 Comedy,Drama 5"
teenage bounty hunters,2020,18+,7.7,81,"Comedy,LGBTQ",1,"teenage bounty hunters 2020 18+ 7.7 81 Comedy,LGBTQ 1"
cosmos,2014,all,9.3,81,"Documentary,2014",2,"cosmos 2014 all 9.3 81 Documentary,2014 2"
pose,2018,16+,8.6,81,"Drama,LGBTQ",2 ,"pose 2018 16+ 8.6 81 Drama,LGBTQ 2 "
sneaky pete,2015,18+,8.1,81,"Drama,Crime",3,"sneaky pete 2015 18+ 8.1 81 Drama,Crime 3"
desperate housewives,2004,7+,7.5,81,"Comedy,Drama",8 ,"desperate housewives 2004 7+ 7.5 81 Comedy,Drama 8 "
"tiger king: murder, mayhem and madness",2020,18+,7.6,81,"Documentary,Crime",1 ,"tiger king: murder, mayhem and madness 2020 18+ 7.6 81 Documentary,Crime 1 "
