Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,No of Seasons,combinaiton
alice,2008,18+,7.7,48,"Drama,2008",2,"alice 2008 18+ 7.7 48 Drama,2008 2"
lightning point,2012,7+,6.9,48,"Children,Drama",1,"lightning point 2012 7+ 6.9 48 Children,Drama 1"
unearthed,2016,7+,7.5,48,"Documentary,History",7,"unearthed 2016 7+ 7.5 48 Documentary,History 7"
secrets of the zoo,2018,16+,7.3,48,"2018,Free Services",3,"secrets of the zoo 2018 16+ 7.3 48 2018,Free Services 3"
grojband,2013,7+,6.2,48,"Animation,Children",1,"grojband 2013 7+ 6.2 48 Animation,Children 1"
45 rpm,2019,16+,7.3,48,"Drama,Action & Adventure",1,"45 rpm 2019 16+ 7.3 48 Drama,Action & Adventure 1"
bliss,2018,16+,5.2,48,"Comedy,Musical",1 ,"bliss 2018 16+ 5.2 48 Comedy,Musical 1 "
flipper,1995,all,5.3,48,"Action & Adventure,Children",4,"flipper 1995 all 5.3 48 Action & Adventure,Children 4"
gamer's guide to pretty much everything,2015,all,5.0,48,"Action & Adventure,Fantasy",2,"gamer's guide to pretty much everything 2015 all 5.0 48 Action & Adventure,Fantasy 2"
hibana: spark,2016,16+,8.1,48,"Drama,2016",1 ,"hibana: spark 2016 16+ 8.1 48 Drama,2016 1 "
zenimation,2020,16+,7.2,48,"Animation,Family",1 ,"zenimation 2020 16+ 7.2 48 Animation,Family 1 "
heroic age,2007,7+,7.1,48,"Animation,Action & Adventure",1,"heroic age 2007 7+ 7.1 48 Animation,Action & Adventure 1"
house hunters renovation,2012,all,6.4,48,"Reality,Travel",18 ,"house hunters renovation 2012 all 6.4 48 Reality,Travel 18 "
the munsters today,1988,all,5.3,48,"Comedy,Science-Fiction",3,"the munsters today 1988 all 5.3 48 Comedy,Science-Fiction 3"
mary mary,2012,7+,6.1,48,"Reality,Documentary",6,"mary mary 2012 7+ 6.1 48 Reality,Documentary 6"
ufo files,2004,7+,6.8,48,"Documentary,Science-Fiction",3,"ufo files 2004 7+ 6.8 48 Documentary,Science-Fiction 3"
warrior,2018,16+,6.7,48,"Crime,Drama",1,"warrior 2018 16+ 6.7 48 Crime,Drama 1"
wife swap,2004,7+,4.5,48,"Reality,Romance",7,"wife swap 2004 7+ 4.5 48 Reality,Romance 7"
the circle brazil,2020,16+,6.8,48,"Reality,Game Show",1,"the circle brazil 2020 16+ 6.8 48 Reality,Game Show 1"
total drama action,2009,7+,7.3,48,"Animation,Comedy",2,"total drama action 2009 7+ 7.3 48 Animation,Comedy 2"
miz & mrs,2018,16+,6.3,48,"Documentary,Reality",2,"miz & mrs 2018 16+ 6.3 48 Documentary,Reality 2"
abby's ultimate dance competition,2012,7+,4.8,48,"Game Show,Reality",2,"abby's ultimate dance competition 2012 7+ 4.8 48 Game Show,Reality 2"
nowhere man,2019,18+,5.4,48,"Crime,Drama",1,"nowhere man 2019 18+ 5.4 48 Crime,Drama 1"
love thy neighbor,2013,7+,4.3,48,"Comedy,2013",5,"love thy neighbor 2013 7+ 4.3 48 Comedy,2013 5"
missing,2003,16+,6.4,48,"Drama,Crime",3,"missing 2003 16+ 6.4 48 Drama,Crime 3"
72 dangerous animals: latin america,2017,16+,6.8,48,"Documentary,2017",1,"72 dangerous animals: latin america 2017 16+ 6.8 48 Documentary,2017 1"
maddigan's quest,2006,16+,7.0,48,"Children,Fantasy",1,"maddigan's quest 2006 16+ 7.0 48 Children,Fantasy 1"
goldie & bear,2015,all,6.4,48,"Animation,Family",6,"goldie & bear 2015 all 6.4 48 Animation,Family 6"
hello kitty's furry tale theater,1987,all,6.2,48,"Animation,Comedy",1,"hello kitty's furry tale theater 1987 all 6.2 48 Animation,Comedy 1"
one night,2012,16+,7.8,48,"Drama,2012",1,"one night 2012 16+ 7.8 48 Drama,2012 1"
gypsy sisters,2013,16+,3.9,48,"Reality,2013",4,"gypsy sisters 2013 16+ 3.9 48 Reality,2013 4"
candle in the tomb,2016,16+,7.3,48,"Action & Adventure,Drama",2,"candle in the tomb 2016 16+ 7.3 48 Action & Adventure,Drama 2"
witness,2012,16+,7.9,48,"Documentary,Crime",1,"witness 2012 16+ 7.9 48 Documentary,Crime 1"
a fine romance,1981,all,7.0,48,"Comedy,Romance",4,"a fine romance 1981 all 7.0 48 Comedy,Romance 4"
revisions,2019,18+,6.1,48,"Animation,Action & Adventure",1,"revisions 2019 18+ 6.1 48 Animation,Action & Adventure 1"
the weird al show,1997,all,7.6,48,"Children,Family",1,"the weird al show 1997 all 7.6 48 Children,Family 1"
high school prodigies have it easy even in another world!,2019,16+,6.1,48,"Animation,Anime",1,"high school prodigies have it easy even in another world! 2019 16+ 6.1 48 Animation,Anime 1"
bump in the night,1994,all,8.1,48,"Animation,Children",2,"bump in the night 1994 all 8.1 48 Animation,Children 2"
mayberry r.f.d.,1968,all,5.9,48,"Comedy,Family",3,"mayberry r.f.d. 1968 all 5.9 48 Comedy,Family 3"
axios,2018,16+,6.0,48,"Documentary,2018",3,"axios 2018 16+ 6.0 48 Documentary,2018 3"
family karma,2020,16+,5.5,48,"Family,Drama",1,"family karma 2020 16+ 5.5 48 Family,Drama 1"
zak storm,2016,16+,7.0,48,"Action & Adventure,Animation",1,"zak storm 2016 16+ 7.0 48 Action & Adventure,Animation 1"
redakai: cucereste kairu,2011,7+,5.0,48,"Animation,Children",2,"redakai: cucereste kairu 2011 7+ 5.0 48 Animation,Children 2"
the sex files,1999,all,7.0,48,"Documentary,1999",6,"the sex files 1999 all 7.0 48 Documentary,1999 6"
8 days that made rome,2017,16+,7.6,48,"Drama,Mystery",1,"8 days that made rome 2017 16+ 7.6 48 Drama,Mystery 1"
graveyard carz,2012,16+,5.9,48,"Reality,2012",12,"graveyard carz 2012 16+ 5.9 48 Reality,2012 12"
the protectors,1972,all,6.8,48,"Action & Adventure,Drama",2,"the protectors 1972 all 6.8 48 Action & Adventure,Drama 2"
girlish number,2016,16+,6.2,48,"Animation,Anime",2,"girlish number 2016 16+ 6.2 48 Animation,Anime 2"
william and mary,2003,16+,7.6,48,"Drama,Comedy",3,"william and mary 2003 16+ 7.6 48 Drama,Comedy 3"
fightworld,2018,18+,7.7,48,"Documentary,Sport",1,"fightworld 2018 18+ 7.7 48 Documentary,Sport 1"
the pioneer woman,2011,all,6.2,48,"Home & Garden,Reality",24 ,"the pioneer woman 2011 all 6.2 48 Home & Garden,Reality 24 "
dark oracle,2004,all,7.4,48,"Children,Drama",2,"dark oracle 2004 all 7.4 48 Children,Drama 2"
mischief of the gods,2014,16+,7.2,48,"Animation,Anime",1,"mischief of the gods 2014 16+ 7.2 48 Animation,Anime 1"
deadly possessions,2016,7+,6.2,48,"Reality,Documentary",1,"deadly possessions 2016 7+ 6.2 48 Reality,Documentary 1"
the collegehumor show,2009,16+,7.7,48,"Comedy,2009",1,"the collegehumor show 2009 16+ 7.7 48 Comedy,2009 1"
my little pony: equestria girls,2017,all,6.3,48,"Animation,Comedy",1 ,"my little pony: equestria girls 2017 all 6.3 48 Animation,Comedy 1 "
forces of nature with brian cox,2016,16+,8.2,48,"Documentary,2016",1 ,"forces of nature with brian cox 2016 16+ 8.2 48 Documentary,2016 1 "
tarzan: the epic adventures,1996,all,6.5,48,"Action & Adventure,Fantasy",1,"tarzan: the epic adventures 1996 all 6.5 48 Action & Adventure,Fantasy 1"
ronja the robber's daughter,2014,7+,7.2,48,"Animation,Family",1 ,"ronja the robber's daughter 2014 7+ 7.2 48 Animation,Family 1 "
switch girl!!,2011,16+,6.5,48,"Comedy,Drama",2,"switch girl!! 2011 16+ 6.5 48 Comedy,Drama 2"
hayate the combat butler,2007,16+,6.9,48,"Animation,Anime",4,"hayate the combat butler 2007 16+ 6.9 48 Animation,Anime 4"
kannazuki no miko,2004,16+,6.7,48,"Action & Adventure,Anime",1 ,"kannazuki no miko 2004 16+ 6.7 48 Action & Adventure,Anime 1 "
people magazine investigates,2016,16+,7.6,48,"Crime,Documentary",4,"people magazine investigates 2016 16+ 7.6 48 Crime,Documentary 4"
the last place on earth,1985,16+,8.1,48,"Drama,Action & Adventure",1,"the last place on earth 1985 16+ 8.1 48 Drama,Action & Adventure 1"
spring baking championship,2015,all,6.9,48,"Food,Game Show",6,"spring baking championship 2015 all 6.9 48 Food,Game Show 6"
little women: atlanta,2016,16+,5.2,48,"Reality,2016",5,"little women: atlanta 2016 16+ 5.2 48 Reality,2016 5"
cain and abel,2009,16+,7.7,48,"Drama,Romance",1,"cain and abel 2009 16+ 7.7 48 Drama,Romance 1"
boundless,2013,16+,8.5,48,"Reality,Documentary",3,"boundless 2013 16+ 8.5 48 Reality,Documentary 3"
wild boys,2011,7+,7.0,48,"Action & Adventure,Drama",1 ,"wild boys 2011 7+ 7.0 48 Action & Adventure,Drama 1 "
celebrity big brother,2018,7+,5.5,48,"Reality,2018",2,"celebrity big brother 2018 7+ 5.5 48 Reality,2018 2"
call me fitz,2010,18+,7.2,48,"Comedy,2010",4,"call me fitz 2010 18+ 7.2 48 Comedy,2010 4"
serangoon road,2013,18+,7.0,48,"Action & Adventure,Drama",1,"serangoon road 2013 18+ 7.0 48 Action & Adventure,Drama 1"
how do they do it?,2006,all,7.5,48,"Documentary,2006",16,"how do they do it? 2006 all 7.5 48 Documentary,2006 16"
bite club,2018,16+,6.5,48,"Crime,Thriller",1,"bite club 2018 16+ 6.5 48 Crime,Thriller 1"
no one saw a thing,2019,16+,6.2,48,"Documentary,Crime",1,"no one saw a thing 2019 16+ 6.2 48 Documentary,Crime 1"
cleopatra in space,2020,16+,7.4,48,"Animation,Action & Adventure",1,"cleopatra in space 2020 16+ 7.4 48 Animation,Action & Adventure 1"
coast,2005,7+,8.0,48,"Documentary,Travel",11 ,"coast 2005 7+ 8.0 48 Documentary,Travel 11 "
hell date,2007,16+,7.3,48,"Romance,2007",7,"hell date 2007 16+ 7.3 48 Romance,2007 7"
sex sent me to the er,2013,18+,5.4,48,"Documentary,Reality",4,"sex sent me to the er 2013 18+ 5.4 48 Documentary,Reality 4"
holiday secrets,2019,16+,6.5,48,"Drama,2019",1,"holiday secrets 2019 16+ 6.5 48 Drama,2019 1"
who the (bleep) did i marry?,2010,7+,6.7,48,"Documentary,Drama",5,"who the (bleep) did i marry? 2010 7+ 6.7 48 Documentary,Drama 5"
days we stared at the sun,2010,16+,7.9,48,"Drama,2010",2 ,"days we stared at the sun 2010 16+ 7.9 48 Drama,2010 2 "
love & hip hop miami,2018,16+,4.2,48,"Reality,2018",3,"love & hip hop miami 2018 16+ 4.2 48 Reality,2018 3"
veni vidi vici,2017,18+,5.9,48,"Drama,Comedy",1,"veni vidi vici 2017 18+ 5.9 48 Drama,Comedy 1"
journey to the center of the earth,1999,all,5.7,48,"Science-Fiction,Fantasy",1,"journey to the center of the earth 1999 all 5.7 48 Science-Fiction,Fantasy 1"
bikini destinations,2003,18+,6.5,48,"Reality,Action & Adventure",5,"bikini destinations 2003 18+ 6.5 48 Reality,Action & Adventure 5"
noisey,2016,16+,7.9,48,"Documentary,2016",2,"noisey 2016 16+ 7.9 48 Documentary,2016 2"
the secret agent,2016,16+,5.9,48,"Drama,Thriller",1,"the secret agent 2016 16+ 5.9 48 Drama,Thriller 1"
strawberry shortcake,2003,all,4.9,48,"Animation,Children",5,"strawberry shortcake 2003 all 4.9 48 Animation,Children 5"
sex on//,2015,18+,5.8,48,"Documentary,Romance",1 ,"sex on// 2015 18+ 5.8 48 Documentary,Romance 1 "
canimals,2011,all,6.9,48,"Animation,Children",2,"canimals 2011 all 6.9 48 Animation,Children 2"
"heartland docs, dvm",2020,16+,8.8,48,"Documentary,2020",2,"heartland docs, dvm 2020 16+ 8.8 48 Documentary,2020 2"
crest of the stars,1999,all,7.6,48,"Animation,Drama",4,"crest of the stars 1999 all 7.6 48 Animation,Drama 4"
killer instinct with chris hansen,2015,16+,7.5,48,"Documentary,Crime",3,"killer instinct with chris hansen 2015 16+ 7.5 48 Documentary,Crime 3"
revolutionary love,2017,7+,6.9,48,"Comedy,Romance",1 ,"revolutionary love 2017 7+ 6.9 48 Comedy,Romance 1 "
lilies,2007,16+,8.0,48,"Drama,2007",1 ,"lilies 2007 16+ 8.0 48 Drama,2007 1 "
the legend of prince valiant,1991,all,7.3,48,"Animation,Science-Fiction",2,"the legend of prince valiant 1991 all 7.3 48 Animation,Science-Fiction 2"
danger mouse,2015,all,7.1,48,"Animation,Action & Adventure",2 ,"danger mouse 2015 all 7.1 48 Animation,Action & Adventure 2 "
this is life with lisa ling,2014,7+,7.7,48,"Documentary,2014",6,"this is life with lisa ling 2014 7+ 7.7 48 Documentary,2014 6"
the other guy,2017,18+,6.9,48,"Comedy,Drama",2,"the other guy 2017 18+ 6.9 48 Comedy,Drama 2"
the show must go on: the queen + adam lambert story,2019,16+,7.9,48,"Documentary,2019",1,"the show must go on: the queen + adam lambert story 2019 16+ 7.9 48 Documentary,2019 1"
pasta,2010,16+,7.7,47,"Comedy,Drama",1,"pasta 2010 16+ 7.7 47 Comedy,Drama 1"
restaurants on the edge,2020,16+,6.7,47,"Documentary,Food",2 ,"restaurants on the edge 2020 16+ 6.7 47 Documentary,Food 2 "
sakura quest,2017,all,7.3,47,"Animation,Anime",3,"sakura quest 2017 all 7.3 47 Animation,Anime 3"
flash gordon,2007,7+,4.8,47,"Science-Fiction,Action & Adventure",1,"flash gordon 2007 7+ 4.8 47 Science-Fiction,Action & Adventure 1"
samurai harem,2009,18+,5.9,47,"Animation,Anime",1,"samurai harem 2009 18+ 5.9 47 Animation,Anime 1"
barely famous,2015,16+,7.1,47,"Comedy,2015",2,"barely famous 2015 16+ 7.1 47 Comedy,2015 2"
monty python's fliegender zirkus,1972,all,8.2,47,"Comedy,1972",1,"monty python's fliegender zirkus 1972 all 8.2 47 Comedy,1972 1"
toopy and binoo,2005,all,6.8,47,"Children,Animation",11,"toopy and binoo 2005 all 6.8 47 Children,Animation 11"
dog and beth: on the hunt,2013,16+,5.4,47,"Reality,2013",3,"dog and beth: on the hunt 2013 16+ 5.4 47 Reality,2013 3"
恋と選挙とチョコレート,2012,18+,7.2,47,"Animation,Comedy",1,"恋と選挙とチョコレート 2012 18+ 7.2 47 Animation,Comedy 1"
monzón: a knockout blow,2019,18+,8.0,47,"Action & Adventure,Animation",1,"monzón: a knockout blow 2019 18+ 8.0 47 Action & Adventure,Animation 1"
decoy,1957,all,7.9,47,"Mystery,Thriller",1,"decoy 1957 all 7.9 47 Mystery,Thriller 1"
marvel's hero project,2019,7+,5.6,47,"Documentary,Family",1,"marvel's hero project 2019 7+ 5.6 47 Documentary,Family 1"
alternatino,2015,16+,7.6,47,"Comedy,2015",2,"alternatino 2015 16+ 7.6 47 Comedy,2015 2"
elena's ghost,2015,16+,7.6,47,"Action & Adventure,Crime",1,"elena's ghost 2015 16+ 7.6 47 Action & Adventure,Crime 1"
bridezillas,2004,16+,3.8,47,"Reality,Romance",12,"bridezillas 2004 16+ 3.8 47 Reality,Romance 12"
high profits,2015,18+,8.3,47,"Documentary,2015",1,"high profits 2015 18+ 8.3 47 Documentary,2015 1"
joe rogan questions everything,2013,7+,7.0,47,"Documentary,Reality",1,"joe rogan questions everything 2013 7+ 7.0 47 Documentary,Reality 1"
mata hari,2017,16+,6.2,47,"Drama,History",1 ,"mata hari 2017 16+ 6.2 47 Drama,History 1 "
my next life as a villainess: all routes lead to doom!,2020,16+,7.5,47,"Animation,Anime",1,"my next life as a villainess: all routes lead to doom! 2020 16+ 7.5 47 Animation,Anime 1"
peanuts,2016,all,7.4,47,"Animation,Comedy",1 ,"peanuts 2016 all 7.4 47 Animation,Comedy 1 "
children of the snow,2019,16+,7.1,47,"Crime,Reality",1,"children of the snow 2019 16+ 7.1 47 Crime,Reality 1"
southern survival,2020,16+,5.7,47,"Reality,2020",1 ,"southern survival 2020 16+ 5.7 47 Reality,2020 1 "
holly hobbie,2018,7+,6.4,47,"Drama,Family",2,"holly hobbie 2018 7+ 6.4 47 Drama,Family 2"
samantha!,2018,7+,6.5,47,"Comedy,Family",2,"samantha! 2018 7+ 6.5 47 Comedy,Family 2"
tsunami: the aftermath,2006,18+,6.9,47,"Drama,2006",1,"tsunami: the aftermath 2006 18+ 6.9 47 Drama,2006 1"
romeo × juliet,2007,7+,7.3,47,"Animation,Drama",1,"romeo × juliet 2007 7+ 7.3 47 Animation,Drama 1"
comicstaan,2018,18+,6.8,47,"Comedy,2018",1,"comicstaan 2018 18+ 6.8 47 Comedy,2018 1"
1600 penn,2012,7+,5.8,47,"Comedy,2012",1,"1600 penn 2012 7+ 5.8 47 Comedy,2012 1"
apache: la vida de carlos tevez,2019,18+,7.9,47,"Crime,Drama",1,"apache: la vida de carlos tevez 2019 18+ 7.9 47 Crime,Drama 1"
bret maverick,1981,all,7.5,47,"Drama,Comedy",1,"bret maverick 1981 all 7.5 47 Drama,Comedy 1"
all night,2018,16+,5.8,47,"Comedy,2018",1,"all night 2018 16+ 5.8 47 Comedy,2018 1"
masters of science fiction,2007,16+,6.8,47,"Drama,Science-Fiction",1,"masters of science fiction 2007 16+ 6.8 47 Drama,Science-Fiction 1"
bethenny ever after,2010,16+,4.8,47,"Reality,Drama",3 ,"bethenny ever after 2010 16+ 4.8 47 Reality,Drama 3 "
strange evidence,2017,7+,4.4,47,"Documentary,2017",5,"strange evidence 2017 7+ 4.4 47 Documentary,2017 5"
galaxy express 999,1978,7+,7.8,47,"Animation,Anime",1,"galaxy express 999 1978 7+ 7.8 47 Animation,Anime 1"
just you,2013,16+,7.4,47,"Romance,Comedy",1 ,"just you 2013 16+ 7.4 47 Romance,Comedy 1 "
the aquarium,2019,16+,8.0,47,"Documentary,Family",2,"the aquarium 2019 16+ 8.0 47 Documentary,Family 2"
texas flip and move,2015,all,6.2,47,"Reality,2015",13,"texas flip and move 2015 all 6.2 47 Reality,2015 13"
giada at home,2008,all,6.9,47,"Food,Family",9,"giada at home 2008 all 6.9 47 Food,Family 9"
jail,2007,16+,6.8,47,"Reality,Documentary",6,"jail 2007 16+ 6.8 47 Reality,Documentary 6"
alaska off-road warriors,2014,16+,7.2,47,"Reality,2014",1,"alaska off-road warriors 2014 16+ 7.2 47 Reality,2014 1"
sins & secrets,2011,16+,7.4,47,"Documentary,Crime",4,"sins & secrets 2011 16+ 7.4 47 Documentary,Crime 4"
extreme engineering,2003,all,7.4,47,"Documentary,2003",9,"extreme engineering 2003 all 7.4 47 Documentary,2003 9"
el reemplazante,2012,16+,8.4,47,"Drama,2012",2,"el reemplazante 2012 16+ 8.4 47 Drama,2012 2"
sunny day,2017,all,6.6,47,"Animation,Comedy",6 ,"sunny day 2017 all 6.6 47 Animation,Comedy 6 "
our zoo,2014,16+,8.2,47,"Drama,Family",1 ,"our zoo 2014 16+ 8.2 47 Drama,Family 1 "
hakkenden: eight dogs of the east,2013,7+,7.0,47,"Action & Adventure,Animation",2,"hakkenden: eight dogs of the east 2013 7+ 7.0 47 Action & Adventure,Animation 2"
juana la virgen,2002,16+,5.9,47,"Drama,2002",1,"juana la virgen 2002 16+ 5.9 47 Drama,2002 1"
the pleasure zone,1999,18+,5.8,47,"Drama,Romance",1,"the pleasure zone 1999 18+ 5.8 47 Drama,Romance 1"
scarborough,2019,16+,6.0,47,"Comedy,2019",1,"scarborough 2019 16+ 6.0 47 Comedy,2019 1"
hard time,2009,16+,7.3,47,"Documentary,2009",4,"hard time 2009 16+ 7.3 47 Documentary,2009 4"
dragons' den,2005,7+,6.8,47,"Reality,2005",15,"dragons' den 2005 7+ 6.8 47 Reality,2005 15"
dog bites man,2006,16+,8.1,47,"Comedy,2006",1,"dog bites man 2006 16+ 8.1 47 Comedy,2006 1"
go! go! cory carson,2020,all,8.0,47,"Animation,Children",2,"go! go! cory carson 2020 all 8.0 47 Animation,Children 2"
heavy rescue: 401,2017,7+,6.9,47,"Documentary,Reality",4,"heavy rescue: 401 2017 7+ 6.9 47 Documentary,Reality 4"
wait till your father gets home,1972,all,7.6,47,"Animation,Comedy",3 ,"wait till your father gets home 1972 all 7.6 47 Animation,Comedy 3 "
the fabric of the cosmos,2011,16+,8.7,47,"Documentary,2011",1,"the fabric of the cosmos 2011 16+ 8.7 47 Documentary,2011 1"
flavor of love girls: charm school,2007,16+,5.9,47,"Reality,2007",1,"flavor of love girls: charm school 2007 16+ 5.9 47 Reality,2007 1"
property brothers: forever home,2019,all,7.0,47,"Home & Garden,2019",3,"property brothers: forever home 2019 all 7.0 47 Home & Garden,2019 3"
dr. jin,2012,all,6.5,47,"Drama,Fantasy",1,"dr. jin 2012 all 6.5 47 Drama,Fantasy 1"
girl/girl scene,2010,18+,5.4,47,"Drama,Comedy",3,"girl/girl scene 2010 18+ 5.4 47 Drama,Comedy 3"
the hunt for the zodiac killer,2017,16+,7.0,47,"Crime,History",1,"the hunt for the zodiac killer 2017 16+ 7.0 47 Crime,History 1"
scorned: love kills,2012,16+,6.8,47,"Crime,Documentary",6,"scorned: love kills 2012 16+ 6.8 47 Crime,Documentary 6"
kremen,2017,16+,6.4,47,"Action & Adventure,Crime",1,"kremen 2017 16+ 6.4 47 Action & Adventure,Crime 1"
dr. jeff: rocky mountain vet,2015,7+,8.9,47,"Reality,2015",6,"dr. jeff: rocky mountain vet 2015 7+ 8.9 47 Reality,2015 6"
monster garage,2002,7+,5.9,47,"Reality,Sport",5,"monster garage 2002 7+ 5.9 47 Reality,Sport 5"
hunting isis,2018,16+,8.3,47,"Documentary,Drama",1,"hunting isis 2018 16+ 8.3 47 Documentary,Drama 1"
nabari no ou,2008,16+,6.5,47,"Action & Adventure,Anime",1,"nabari no ou 2008 16+ 6.5 47 Action & Adventure,Anime 1"
the zeta project,2001,7+,7.1,47,"Action & Adventure,Animation",2,"the zeta project 2001 7+ 7.1 47 Action & Adventure,Animation 2"
the casagrandes,2019,16+,6.5,47,"Animation,Action & Adventure",1 ,"the casagrandes 2019 16+ 6.5 47 Animation,Action & Adventure 1 "
evermoor,2014,16+,6.1,47,"Action & Adventure,Family",2,"evermoor 2014 16+ 6.1 47 Action & Adventure,Family 2"
total drama all-stars,2013,7+,6.4,47,"Action & Adventure,Animation",1,"total drama all-stars 2013 7+ 6.4 47 Action & Adventure,Animation 1"
lone star law,2016,all,7.9,47,"Reality,Documentary",8,"lone star law 2016 all 7.9 47 Reality,Documentary 8"
i just want my pants back,2011,16+,6.5,47,"Comedy,Drama",1,"i just want my pants back 2011 16+ 6.5 47 Comedy,Drama 1"
archibald's next big thing,2019,7+,7.8,47,"Animation,Children",2,"archibald's next big thing 2019 7+ 7.8 47 Animation,Children 2"
bamboo blade,2007,16+,7.3,47,"Animation,Anime",1,"bamboo blade 2007 16+ 7.3 47 Animation,Anime 1"
dogs 101,2008,16+,8.0,47,"Children,Documentary",4,"dogs 101 2008 16+ 8.0 47 Children,Documentary 4"
filinta : bir osmanlı polisiyesi,2014,16+,6.7,47,"Crime,History",2 ,"filinta : bir osmanlı polisiyesi 2014 16+ 6.7 47 Crime,History 2 "
the hills,2006,7+,3.5,47,"Reality,Drama",7,"the hills 2006 7+ 3.5 47 Reality,Drama 7"
genius junior,2018,all,7.5,47,"Game Show,2018",1 ,"genius junior 2018 all 7.5 47 Game Show,2018 1 "
yard crashers,2008,all,7.5,47,"Home & Garden,Reality",17,"yard crashers 2008 all 7.5 47 Home & Garden,Reality 17"
in the house,1995,7+,6.8,47,"Comedy,1995",5,"in the house 1995 7+ 6.8 47 Comedy,1995 5"
princess connect! re:dive,2020,16+,6.3,47,"Animation,Anime",1,"princess connect! re:dive 2020 16+ 6.3 47 Animation,Anime 1"
special a,2008,16+,7.3,47,"Animation,Comedy",1,"special a 2008 16+ 7.3 47 Animation,Comedy 1"
impossible engineering,2015,all,7.3,47,"Documentary,History",4,"impossible engineering 2015 all 7.3 47 Documentary,History 4"
fifth gear,2002,all,6.3,47,"Documentary,Sport",28 ,"fifth gear 2002 all 6.3 47 Documentary,Sport 28 "
all or nothing: the dallas cowboys,2018,18+,7.7,47,"Documentary,Sport",5,"all or nothing: the dallas cowboys 2018 18+ 7.7 47 Documentary,Sport 5"
wicked attraction,2008,16+,7.2,47,"Documentary,Crime",6,"wicked attraction 2008 16+ 7.2 47 Documentary,Crime 6"
american genius,2015,7+,7.9,47,"History,Documentary",1,"american genius 2015 7+ 7.9 47 History,Documentary 1"
strange hill high,2013,all,7.1,47,"Animation,2013",2,"strange hill high 2013 all 7.1 47 Animation,2013 2"
clifford's puppy days,2003,all,6.7,47,"Children,Animation",2,"clifford's puppy days 2003 all 6.7 47 Children,Animation 2"
dark knight,2000,13+,5.3,47,"Fantasy,Action & Adventure",2,"dark knight 2000 13+ 5.3 47 Fantasy,Action & Adventure 2"
abby's,2019,7+,5.1,47,"Comedy,2019",1,"abby's 2019 7+ 5.1 47 Comedy,2019 1"
hang ups,2018,16+,6.4,47,"Comedy,2018",1,"hang ups 2018 16+ 6.4 47 Comedy,2018 1"
the french chef,1963,all,8.7,47,"Food,Documentary",10,"the french chef 1963 all 8.7 47 Food,Documentary 10"
carnival eats,2014,all,7.4,47,"Food,Family",9,"carnival eats 2014 all 7.4 47 Food,Family 9"
troopers,2011,16+,8.0,47,"Comedy,Science-Fiction",1,"troopers 2011 16+ 8.0 47 Comedy,Science-Fiction 1"
nanny 911,2004,7+,5.4,47,"Reality,2004",4,"nanny 911 2004 7+ 5.4 47 Reality,2004 4"
hero mask,2018,16+,6.1,47,"Action & Adventure,Anime",2,"hero mask 2018 16+ 6.1 47 Action & Adventure,Anime 2"
maniac,2015,16+,6.9,47,"Comedy,Drama",1,"maniac 2015 16+ 6.9 47 Comedy,Drama 1"
real people,1979,all,7.1,47,"Family,Reality",6,"real people 1979 all 7.1 47 Family,Reality 6"
rage of bahamut virgin soul,2017,16+,7.3,47,"Animation,Action & Adventure",1,"rage of bahamut virgin soul 2017 16+ 7.3 47 Animation,Action & Adventure 1"
noein: to your other self,2005,7+,7.6,47,"Animation,Science-Fiction",1,"noein: to your other self 2005 7+ 7.6 47 Animation,Science-Fiction 1"
roommates,2009,7+,6.5,47,"Comedy,2009",1,"roommates 2009 7+ 6.5 47 Comedy,2009 1"
camp lakebottom,2013,all,5.4,47,"Animation,Children",3,"camp lakebottom 2013 all 5.4 47 Animation,Children 3"
warriors of liberty city,2018,18+,6.7,47,"Reality,2018",1 ,"warriors of liberty city 2018 18+ 6.7 47 Reality,2018 1 "
the gymkhana files,2018,18+,8.0,47,"Documentary,History",1,"the gymkhana files 2018 18+ 8.0 47 Documentary,History 1"
live pd presents: pd cam,2018,16+,8.1,47,"Reality,Crime",4,"live pd presents: pd cam 2018 16+ 8.1 47 Reality,Crime 4"
smoking,2018,18+,7.5,47,"Action & Adventure,Crime",1,"smoking 2018 18+ 7.5 47 Action & Adventure,Crime 1"
the magic school bus rides again,2017,all,6.2,47,"Animation,Action & Adventure",2,"the magic school bus rides again 2017 all 6.2 47 Animation,Action & Adventure 2"
the bridge,2010,18+,7.0,47,"Action & Adventure,Drama",2,"the bridge 2010 18+ 7.0 47 Action & Adventure,Drama 2"
ink master: angels,2017,16+,5.5,47,"Reality,2017",2,"ink master: angels 2017 16+ 5.5 47 Reality,2017 2"
blippi,2014,all,8.1,47,"Family,2014",3,"blippi 2014 all 8.1 47 Family,2014 3"
vr troopers,1994,7+,5.7,47,"Children,Action & Adventure",2,"vr troopers 1994 7+ 5.7 47 Children,Action & Adventure 2"
vincent,2005,16+,7.3,47,"Drama,Crime",2 ,"vincent 2005 16+ 7.3 47 Drama,Crime 2 "
the great grape ape show,1975,all,7.0,47,"Animation,Family",1,"the great grape ape show 1975 all 7.0 47 Animation,Family 1"
the disappearance,2015,16+,7.4,47,"Comedy,Crime",1,"the disappearance 2015 16+ 7.4 47 Comedy,Crime 1"
